NE,tDate,jobId,sItem,iValue
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd17.actual,248
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd18.actual,176
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd20.max,190
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd18.max,176
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd13.max,380
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd20.min,184
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd16.actual,227
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd1.min,308
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd27.min,532
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd28.max,236
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd7.actual,314
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd12.max,126
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd28.min,226
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd19.max,408
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd19.min,392
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd21.actual,477
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd24.actual,190
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd23.min,304
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd22.max,206
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd12.min,121
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd10.actual,190
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd23.actual,317
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd20.actual,190
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd25.min,531
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd34.min,-2
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd33.max,-2
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd2.actual,229
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd8.max,180
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd23.max,317
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd1.actual,320
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd28.actual,236
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd14.min,206
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd22.min,200
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd12.actual,126
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd2.min,222
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd15.min,352
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd8.min,174
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd21.min,460
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd21.max,477
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd31.min,293
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd24.min,182
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd15.actual,366
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd25.actual,549
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd2.max,229
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd29.min,476
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd10.min,184
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd3.max,272
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd6.min,252
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd29.actual,493
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd3.min,241
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd30.actual,220
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd26.min,225
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd11.max,393
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd25.max,551
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd17.max,248
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd29.max,494
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd14.actual,213
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd13.min,366
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd13.actual,380
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd24.max,190
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd34.max,-2
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd6.max,263
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd31.max,306
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd16.min,218
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd33.min,-2
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd26.max,239
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd26.actual,239
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd6.actual,263
CUDB04,2015-09-08 10:00:07,LdapFrontEnds,ldapTpsAtFrontEnd33.actual,-2
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd1.max,300
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd7.min,328
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd32.max,201
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd11.actual,370
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd5.min,326
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd34.actual,-2
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd9.actual,252
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd7.max,338
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd19.actual,413
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd16.max,221
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd27.actual,501
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd5.max,335
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd3.actual,333
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd11.min,364
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd10.max,183
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd31.actual,275
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd17.min,220
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd22.actual,207
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd30.min,244
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd32.min,196
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd8.actual,175
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd15.max,333
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd9.max,254
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd18.min,165
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd4.actual,176
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd32.actual,199
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd27.max,506
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd30.max,250
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd14.max,208
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd5.actual,332
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd4.max,177
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd9.min,248
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd4.min,173
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd17.actual,224
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd18.actual,168
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd20.max,184
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd18.max,169
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd13.max,361
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd20.min,180
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd16.actual,219
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd1.min,292
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd27.min,491
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd28.max,222
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd7.actual,334
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd12.max,127
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd28.min,216
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd19.max,417
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd19.min,406
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd21.actual,468
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd24.actual,181
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd23.min,285
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd22.max,209
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd12.min,124
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd10.actual,181
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd23.actual,291
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd20.actual,183
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd25.min,487
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd34.min,-2
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd33.max,-2
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd2.actual,237
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd8.max,177
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd23.max,294
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd1.actual,297
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd28.actual,220
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd14.min,203
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd22.min,204
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd12.actual,126
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd2.min,234
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd15.min,324
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd8.min,173
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd21.min,458
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd21.max,472
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd31.min,270
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd24.min,178
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd15.actual,330
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd25.actual,497
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd2.max,240
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd29.min,513
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd10.min,179
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd3.max,336
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd6.min,279
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd29.actual,524
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd3.min,327
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd30.actual,248
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd26.min,229
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd11.max,374
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd25.max,502
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd17.max,226
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd29.max,529
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd14.actual,206
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd13.min,352
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd13.actual,358
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd24.max,182
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd34.max,-2
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd6.max,285
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd31.max,278
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd16.min,216
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd33.min,-2
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd26.max,235
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd26.actual,233
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd6.actual,283
CUDB04,2015-09-08 17:15:08,LdapFrontEnds,ldapTpsAtFrontEnd33.actual,-2
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd1.max,296
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd7.min,333
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd32.max,198
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd11.actual,368
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd5.min,331
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd34.actual,-2
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd9.actual,251
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd7.max,333
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd19.actual,412
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd16.max,218
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd27.actual,499
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd5.max,331
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd3.actual,331
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd11.min,368
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd10.max,180
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd31.actual,274
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd17.min,222
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd22.actual,206
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd30.min,247
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd32.min,198
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd8.actual,175
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd15.max,329
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd9.max,251
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd18.min,167
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd4.actual,175
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd32.actual,198
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd27.max,499
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd30.max,247
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd14.max,205
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd5.actual,331
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd4.max,175
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd9.min,251
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd4.min,175
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd17.actual,222
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd18.actual,167
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd20.max,181
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd18.max,167
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd13.max,356
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd20.min,181
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd16.actual,218
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd1.min,296
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd27.min,499
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd28.max,219
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd7.actual,333
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd12.max,125
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd28.min,219
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd19.max,412
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd19.min,412
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd21.actual,466
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd24.actual,180
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd23.min,290
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd22.max,206
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd12.min,125
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd10.actual,180
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd23.actual,290
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd20.actual,181
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd25.min,494
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd34.min,-2
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd33.max,-2
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd2.actual,236
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd8.max,175
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd23.max,290
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd1.actual,296
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd28.actual,219
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd14.min,205
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd22.min,206
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd12.actual,125
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd2.min,236
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd15.min,329
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd8.min,175
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd21.min,466
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd21.max,466
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd31.min,274
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd24.min,180
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd15.actual,329
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd25.actual,494
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd2.max,236
CUDB04,2015-09-08 17:00:07,LdapFrontEnds,ldapTpsAtFrontEnd29.min,521
